9/27/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Dividends/Capital Gains,Cash Receipts,16.38,0,0.72
9/27/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Dividends/Capital Gains,Purchase,16.38,0.044,0.72
9/27/2023 0:00,Vanguard Institutional Index I,Employee 401(k) Account,Dividends/Capital Gains,Cash Receipts,356.72,0,6.71
9/27/2023 0:00,Vanguard Institutional Index I,Employee 401(k) Account,Dividends/Capital Gains,Purchase,356.72,0.019,6.71
9/27/2023 0:00,Vanguard Institutional Index I,Employer Matching Account,Dividends/Capital Gains,Cash Receipts,356.72,0,2.16
9/27/2023 0:00,Vanguard Institutional Index I,Employer Matching Account,Dividends/Capital Gains,Purchase,356.72,0.006,2.16
9/20/2023 0:00,Vanguard Small Cap Index I,Employee 401(k) Account,Dividends/Capital Gains,Cash Receipts,92.14,0,2.82
9/20/2023 0:00,Vanguard Small Cap Index I,Employee 401(k) Account,Dividends/Capital Gains,Purchase,92.14,0.031,2.82
9/20/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Dividends/Capital Gains,Cash Receipts,92.14,0,0.93
9/20/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Dividends/Capital Gains,Purchase,92.14,0.01,0.93
9/15/2023 0:00,Cash,Employee 401(k) Account,Contributions - Employee,Cash Receipts,1,0,264.78
9/15/2023 0:00,Cash,Employer Matching Account,Contributions - Employer,Cash Receipts,1,0,132.39
9/15/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Contributions - Employee,Purchase,9.08,0.584,5.3
